,actual,forecast
2019-07-04,49.03365707397461,
2019-07-05,48.99047470092773,
2019-07-06,48.99047470092773,
2019-07-07,48.99047470092773,
2019-07-08,47.980594635009766,
2019-07-09,48.27324295043945,
2019-07-10,48.7505989074707,
2019-07-11,48.39557266235352,
2019-07-12,48.767391204833984,
2019-07-13,48.767391204833984,
2019-07-14,48.767391204833984,
2019-07-15,49.22556686401367,
2019-07-16,49.05524063110352,
2019-07-17,48.77938079833984,
2019-07-18,49.33350372314453,
2019-07-19,48.597076416015625,
2019-07-20,48.597076416015625,
2019-07-21,48.597076416015625,
2019-07-22,49.70771408081055,
2019-07-23,50.0963249206543,
2019-07-24,50.0555419921875,
2019-07-25,49.65974044799805,
2019-07-26,49.83245086669922,
2019-07-27,49.83245086669922,
2019-07-28,49.83245086669922,
2019-07-29,50.29781723022461,
2019-07-30,50.08192825317383,
2019-07-31,51.10381317138672,
2019-08-01,49.99796676635742,
2019-08-02,48.94010543823242,
2019-08-03,48.94010543823242,
2019-08-04,48.94010543823242,
2019-08-05,46.37818908691406,
2019-08-06,47.25614929199219,
2019-08-07,47.74549865722656,
2019-08-08,48.7985725402832,
2019-08-09,48.39645767211914,
2019-08-10,48.39645767211914,
2019-08-11,48.39645767211914,
2019-08-12,48.273658752441406,
2019-08-13,50.31795883178711,
2019-08-14,48.82024765014648,
2019-08-15,48.57705307006836,
2019-08-16,49.72320938110352,
2019-08-17,49.72320938110352,
2019-08-18,49.72320938110352,
2019-08-19,50.65024948120117,
2019-08-20,50.65265274047852,
2019-08-21,51.2016487121582,
2019-08-22,51.1583251953125,
2019-08-23,48.793758392333984,
2019-08-24,48.793758392333984,
2019-08-25,48.793758392333984,
2019-08-26,49.72079849243164,
2019-08-27,49.159759521484375,
2019-08-28,49.48963928222656,
2019-08-29,50.32759475708008,
2019-08-30,50.26258087158203,
2019-08-31,50.26258087158203,
2019-09-01,50.26258087158203,
2019-09-02,50.26258087158203,
2019-09-03,49.530574798583984,
2019-09-04,50.370941162109375,
2019-09-05,51.355770111083984,
2019-09-06,51.3509521484375,
2019-09-07,51.3509521484375,
2019-09-08,51.3509521484375,
2019-09-09,51.57007598876953,
2019-09-10,52.17928314208984,
2019-09-11,53.83831024169922,
2019-09-12,53.71792221069336,
2019-09-13,52.672889709472656,
2019-09-14,52.672889709472656,
2019-09-15,52.672889709472656,
2019-09-16,52.94979095458984,
2019-09-17,53.14242935180664,
2019-09-18,53.64087677001953,
2019-09-19,53.20503616333008,
2019-09-20,52.42728042602539,
2019-09-21,52.42728042602539,
2019-09-22,52.42728042602539,
2019-09-23,52.66566467285156,
2019-09-24,52.41524887084961,
2019-09-25,53.22189712524414,
2019-09-26,52.947391510009766,
2019-09-27,52.68974685668945,
2019-09-28,52.68974685668945,
2019-09-29,52.68974685668945,
2019-09-30,53.929805755615234,
2019-10-01,54.07909393310547,
2019-10-02,52.72345733642578,
2019-10-03,53.171329498291016,
2019-10-04,54.66181564331055,
2019-10-05,54.66181564331055,
2019-10-06,54.66181564331055,
2019-10-07,54.673858642578125,
2019-10-08,54.03335571289063,
2019-10-09,54.66663360595703,
2019-10-10,55.4034538269043,
2019-10-11,56.87708282470703,
2019-10-12,56.87708282470703,
2019-10-13,56.87708282470703,
2019-10-14,56.79523468017578,
2019-10-15,56.662784576416016,
2019-10-16,56.43404006958008,
2019-10-17,56.65316390991211,
2019-10-18,56.92525863647461,
2019-10-19,56.92525863647461,
2019-10-20,56.92525863647461,
2019-10-21,57.91249084472656,
2019-10-22,57.78005599975586,
2019-10-23,58.55540084838867,
2019-10-24,58.65171051025391,
2019-10-25,59.37408065795898,
2019-10-26,59.37408065795898,
2019-10-27,59.37408065795898,
2019-10-28,59.96883392333984,
2019-10-29,58.581878662109375,
2019-10-30,58.57465744018555,
